file,ticker,year,month,quarter,period,management_speaker,exchange_idx,mgmt_start,mgmt_end,duration_sec,word_count,answer_text,pause_latency_sec,speech_rate_wpm,filler_rate_per_min,intra_pause_count,intra_pause_mean_sec,intra_pause_max_sec,intra_pause_total_sec,mean_pitch_hz,pitch_variance_hz,mean_rms_energy,z_pause_latency_sec,norm_type_pause_latency_sec,z_speech_rate_wpm,norm_type_speech_rate_wpm,z_filler_rate_per_min,norm_type_filler_rate_per_min,z_intra_pause_count,norm_type_intra_pause_count,z_intra_pause_mean_sec,norm_type_intra_pause_mean_sec,z_intra_pause_max_sec,norm_type_intra_pause_max_sec,z_intra_pause_total_sec,norm_type_intra_pause_total_sec,z_mean_pitch_hz,norm_type_mean_pitch_hz,z_pitch_variance_hz,norm_type_pitch_variance_hz,z_mean_rms_energy,norm_type_mean_rms_energy,acoustic_composite_z
AMZN_2025_10_30_earnings_call_qa_features.json,AMZN,2025,10,4,2025_Q4,SPEAKER_04,5,721.117,753.871,32.754,101,"right at the front line. And it can lead to slowing you down. And as a leadership team, we are committed to operating like the world's largest startup. And that means removing layers. It means increasing the amount of ownership that people have. And it means inventing and moving quickly. And I don't know if there's ever been a time in the history of Amazon or maybe business in general with the technology transformation happening right now where it's important to be lean, it's important to be flat, and it's important to move fast. And that's what we're going to do",5.181,185.02,3.66,10,0.585,0.76,5.847,150.69,28.27,0.081654,2.2274,speaker,1.314,speaker,-0.7131,speaker,-0.9306,speaker,-1.6241,speaker,-1.4273,speaker,-0.9687,speaker,0.2446,speaker,-0.8749,speaker,1.1357,speaker,0.3934
AMZN_2025_10_30_earnings_call_qa_features.json,AMZN,2025,10,4,2025_Q4,SPEAKER_04,6,790.287,854.817,64.53,187,"Robotics is a very substantial area of investment for us. We have over a million robots in our fulfillment network at this point. And I would say that while that's significant, we have a lot of invention in flight. So I expect that we'll have more over a period of time. You know, robotics are very important for us and for our customers and for our teammates because they improve safety, they boost productivity, they increase speed, and they let our human teammates focus on problem solving and what they do best. And we expect that our people will remain at the heart and the center of our fulfillment network as they have from when we first started working on robotics. And we expect that over time we will have a fulfillment network where robots and humans complement each other and work together. But I think you're going to continue to see us invest very significantly in robotics. It's going to help on the safety, the productivity, the speed, and ultimately some of the cost pieces, which will allow us to continue to improve the customer experience.",1.468,173.87,2.79,16,0.674,1.281,10.787,168.52,121.93,0.082737,-0.2301,speaker,0.3982,speaker,-1.0612,speaker,-0.7066,speaker,-0.3339,speaker,-0.7388,speaker,-0.7158,speaker,1.6547,speaker,1.9062,speaker,1.1864,speaker,1.067
AMZN_2025_10_30_earnings_call_qa_features.json,AMZN,2025,10,4,2025_Q4,SPEAKER_04,7,879.337,889.563,10.226,31,"I'm very excited about, and as a business, we're very excited about in the long term, the prospect of agentic commerce. And it has a chance to be good for customers.",1.452,181.89,0.0,2,0.54,0.541,1.081,166.78,59.24,0.095891,-0.2407,speaker,1.0569,speaker,-2.1775,speaker,-1.2292,speaker,-2.2764,speaker,-1.7167,speaker,-1.2127,speaker,1.5171,speaker,0.0447,speaker,1.802,speaker,1.3112
AMZN_2025_10_30_earnings_call_qa_features.json,AMZN,2025,10,4,2025_Q4,SPEAKER_04,8,890.018,1054.229,164.211,476,"It has a chance to be really good for e-commerce. And I think if you're If you know what you want to buy, there are a few experiences that are better than coming to Amazon. But if you don't know what you want, it's, you know, a physical store with a physical salesperson still has some advantages. Obviously, lots of people do it on Amazon all the time, but you very often want to ask questions and help, you know, get help narrowing what you're going to look for. And as you keep asking new questions, having a whole bunch of different options presented to you, And I think AI and agentic commerce are going to change the experience online where that experience where you're narrowing what you want when you don't know is going to get better online than it even is in physical environments. Now, we obviously have our own efforts here in agentic commerce. We have Rufus, which I talked about in my opening comments, which is continuing to get better and better and use more broadly. And we have features like Bye For Me where We will surface on Amazon even items that we don't stock that other merchants have. And then if customers want us to go and buy it for them on those merchants' websites, we will do that. And both of those have been successful for us. But we're also having conversations with and expect over time to partner with third-party agents. You know, I think that it reminds me in some ways of the beginning of search engines many years ago being sources of discovery for commerce. And, you know, you had to kind of figure out the right way to work together. And today, search engines are a very small part of our referral traffic. And third-party agents are a very small subset of that. But I do think that we will find ways to partner. We have to find a way, though, that makes the customer experience good. Right now, I would say the customer experience is not good. There's no personalization. There's no shopping history. The delivery estimates are frequently wrong. The prices are often wrong. So we've got to find a way to make the customer experience better and have the right exchange of value. But I do think that the exciting part of this and the promise is that AI and agentic commerce solutions are going to expand the amount of shopping that happens online. And I think that's really good for customers, and I think it's really good for Amazon because at the end of the day, you're going to buy from the outfit that allows you to have the broadest selection, great value, and continues to deliver for you very quickly and reliably. And I think that bodes well for us.",2.565,173.92,6.21,48,0.665,2.261,31.942,154.28,58.43,0.077994,0.496,speaker,0.4023,speaker,0.3071,speaker,0.4878,speaker,-0.4644,speaker,0.5564,speaker,0.3673,speaker,0.5285,speaker,0.0206,speaker,0.9645,speaker,0.3505
AMZN_2025_10_30_earnings_call_qa_features.json,AMZN,2025,10,4,2025_Q4,SPEAKER_04,9,1103.082,1477.977,374.895,978,"I'll start on the AWS side. You know, we are seeing, you know, you know, we're really pleased with the results from this quarter, 20% year-over-year on a annualized run rate of $132 billion is unusual. And we have momentum. You can see it. And we see the growth in both our AI area, where we see it in inference. We see it in training. We see it in the use of our Tranium Custom Silicon. You know, bedrock continues to grow really quickly. SageMaker continues to grow quickly. And, you know, I think that the number of companies who are working on building agents is very significant. I do believe that a lot of the value that companies will realize over time in AI will come from agents. And I think that Building agents today is still harder than it should be. You need tools to make it easier, which is why we built strands, which is an open source capability that lets people build agents from any model that they can imagine. But even more so when you talk to enterprises or companies that care a lot about security and scale, They're starting to build agents and they don't really feel like they've got, they've had building blocks that allow them to have the type of secure scalable agents that they need to bet their businesses and their customer experience and their data on. And that's why, that was really the inspiration behind Agent Core was to build another set of primitive building blocks like we built in the early days of AWS where it was compute and storage and database We defined a set of building blocks that you needed to be able to deploy agents securely and scalably that we provide an agent core. And then when we talk to our customers, it really resonates. There is not anything else like it. It's changing their timeframe and their receptivity to building agents. And it's very compelling for them. So I do think the combination of what we're doing to enable agents to be built and run securely and scalably as well as some of the agents that we're building ourselves that our customers are excited about are compelling for them. And I think the other place we see a lot of growth in AWS also is just the number of enterprises who have gotten back to moving from on-premises infrastructure to the cloud. And we continue to earn the lion's share of those transformations. You know, I look at the momentum we have right now, and I believe that we can continue to grow at a clip like this for a while. You know, I think on the advertising side, you know, that is also an area where I think collectively we feel very pleased about the progress. Every single one of our advertising offerings this quarter grew in a meaningful way. I think there's a few things going on for us. What I think of as a pretty unusual full funnel offering. And if you look at the top of the funnel, which typically tends to be awareness building and broad scale, to be able to use our own prime video and our live sports capabilities, as well as going all the way down to the bottom of the funnel at point of sale, being able to use sponsored products, That's, you know, most people don't have a full funnel offering as robust as that. And then when you layer on top of it, the combination of the audience curation and development we can do, along with the advantage measurement, it just all leads to a return on advertising spend that's very unusual. And I think there are multiple places where we can expect to continue to grow. You know, one is, In our stores business, I still think if you look at the worldwide market segment share of retail, still 80 to 85% of it lives in physical stores. And that equation is going to flip over time. And I think AI is going to only accelerate that. So I think we have a significant opportunity still in our existing stores. And then I think video, we've only been at this for a little bit of time, but it's already a very large amount of advertising revenue. and we're still relatively early stage. I think that will continue to be a big area of growth. And then as you reference the amount, the demand side platform or Amazon DSP, that is growing really quickly as well. Some of it had to do with the fact that we had some features. We always had a number of the core components people wanted around some of our properties, the measurement capabilities, Amazon Marketing Cloud, We lacked some features for a while as we were building out our DSP that customers told us mattered. And the team over the last 20 months have closed those gaps in a very significant way so that now people feel like our DSP is fully featured. And then you look at some of the partnerships that we've done. The Roku partnership gives us the largest connected TV footprint in the US. And you layer on top of that, what we've recently done in providing our DSP customers the opportunity to integrate with the ad inventory in Netflix, and Spotify, and SiriusXM, it's powerful. And so we are growing very quickly on the demand side platform. So very optimistic about what we're doing there. We've continued work to do, obviously, but I don't think we're close to being able to grow that Thanks for joining us on the call today and for your questions. A replay will be available on our Investor Relations website for at least three months. We appreciate your interest in Amazon and look forward to speaking",2.43,156.52,5.12,118,0.734,2.651,86.573,154.16,64.69,0.081584,0.4066,speaker,-1.0267,speaker,-0.129,speaker,3.1007,speaker,0.5359,speaker,1.0718,speaker,3.1644,speaker,0.519,speaker,0.2065,speaker,1.1325,speaker,0.117
AMZN_2025_2_6_earnings_call_qa_features.json,AMZN,2025,2,1,2025_Q1,SPEAKER_01,0,61.777,176.662,114.885,313,"Well, I would say that, you know, I think retailers ourselves and probably lots of other retailers are all going to have their own say on how they want to interact with agents. You know, I think that it's an emerging space. And if you think about the investments that we've made, in our fulfillment network, in our website, in all the selection that we've built, how we organize it. Most retailers are going to have kind of terms in which they're going to interact with agents, and we'll be no different that way. I do think that Rufus, if you look at how it impacts the customer experience, And if you actually use it month to month, it continues to get better and better. It's already, if you're buying something and you're on a product detail page, our product detail page provides so much information that sometimes it's hard if you're trying to find something quickly to scroll through and figure and find that little piece of information. And so we have so many customers now who just use Rufus to help them find a quick fact about a product They also use Rufus to figure out how to summarize customer reviews. So they have to read 100 customer reviews to get a sense of what people think about that product. If you look at the personalization, you know, really most prominently today, your ability to go into Rufus and ask what's happened to an order or what did I just order? Can you pull up for me this item that I ordered two months ago? The personalization keeps getting much better. And so we expect throughout 2025 that the number of occasions where you're not sure what you want to buy and you want help from Rufus are going to continue to increase and be more and more helpful to customers.",1.941,163.47,6.79,34,0.735,2.641,24.991,162.43,26.49,0.071601,0.083,speaker,-0.4559,speaker,0.5392,speaker,-0.0348,speaker,0.5504,speaker,1.0586,speaker,0.0115,speaker,1.173,speaker,-0.9278,speaker,0.6653,speaker,0.1526
AMZN_2025_5_1_earnings_call_qa_features.json,AMZN,2025,5,2,2025_Q2,SPEAKER_04,0,56.933,133.006,76.073,191,"Thanks, Ross. You know, I would say that we've been bringing on a lot of P5s, which is a form of an NVIDIA chip instances, as well as landing more and more training in two instances as fast as we can. And I would tell you that our AI business right now is a multi-billion dollar annual run rate business that's growing triple digit percentages year over year. And we, as fast as we actually put the capacity in it's being consumed. I think we could be driving, we could be helping more customers and driving more revenue for the business if we had more capacity. We have a lot more training of two instances and the next generation of NVIDIA's instances landing in the coming months. I expect that there are other parts of the supply chain that are a little bit jammed up as well, motherboards and some other componentry. But I do – and some of that is just because there is so much demand right now. But I do believe that the supply chain issues and the capacity issues will continue to get better as the year",1.788,150.64,6.31,20,0.731,1.675,14.618,133.24,19.77,0.03772,-0.0183,speaker,-1.5096,speaker,0.3471,speaker,-0.5573,speaker,0.4924,speaker,-0.2181,speaker,-0.5196,speaker,-1.1354,speaker,-1.1273,speaker,-0.9202,speaker,-0.94
AMZN_2025_5_1_earnings_call_qa_features.json,AMZN,2025,5,2,2025_Q2,SPEAKER_04,1,194.971,407.022,212.051,597,"Thanks, Eric. It's hard to tell what's going to happen with tariffs right now. It's hard to tell where they're going to settle and when they're going to settle. And so a lot of what we're thinking about short and medium term actually turns out to be what we think about long term too, which is how do we actually have the broadest possible selection for customers at the lowest possible prices. And there's maybe never been a more important time in recent memory than, you know, trying to keep prices low, which we're heads down. pretty maniacally focused on and then get things to people quickly and take care of customers. And that is the heart of what we're doing. And you can see different initiatives that we've taken within those priorities. You know, we've done some forward buys of inventory where we're the first party seller. Our third party sellers have pulled forward a number of items that they have inventory here as well. And those are all We're encouraging that because we're trying to keep prices as low as possible for customers. I think also, when you have as broad selection as we have, and we have much broader selection than other retailers, it means that when you've got this continuity like we may potentially have, you're better able to help customers find what they want no matter what those trends are. I mentioned in my opening comments about what happened in the pandemic and You can bet they're going to be things that we don't anticipate that customers really value and want that are different. It could be as simple, by the way, as just favoring other brands that maybe people didn't know about before, but where they have a more favorable price equation for customers. And I think when you've also got another thing that people forget is that when you've got 2 million plus sellers, they're not all going to take the same strategy if there ends up being higher tariffs. I mean, there are going to be plenty of sellers that decide to pass on those higher costs to end consumers, but they're going to, you know, we have a lot of sellers in lots of different countries and not all of them are going to pursue the same tax. And so I think when you've got larger diversity like we have, we have a better chance of some of those sellers deciding that they're going to capture share And they're not going to pass on all or any of those tariffs to customers. And so I think customers are going to have a better chance of finding variety on selection and on lower prices when they come here. And the last thing I would say is that we have been in a number of our businesses, but just I'd say over the last six years or so, we have been diversifying where we produce things over a long period of time. We had, I would say, a meaningfully higher concentration of where we produce components for AWS or devices in China than we have now, where we've diversified meaningfully over that time. And we just thought that was wise to do so. And so those are some of the ways that we're trying to make sure that we are protecting our customers over the short, medium, and long term. But it turns out that most of those are the things that we focus most on, which is really broad selection for ultimate choice, really low prices, and very fast",2.363,168.92,5.09,66,0.65,1.901,42.928,146.14,53.61,0.04457,0.3623,speaker,-0.0083,speaker,-0.141,speaker,1.1597,speaker,-0.6818,speaker,0.0806,speaker,0.9298,speaker,-0.1152,speaker,-0.1225,speaker,-0.5996,speaker,-0.1507
AMZN_2025_5_1_earnings_call_qa_features.json,AMZN,2025,5,2,2025_Q2,SPEAKER_04,2,481.762,761.802,280.04,810,"Well, you know, the first thing I would say is when we've historically said that revenue can be lumpy, this was, you know, we've been saying this well before what's happened with AI over the last couple of years. And the reason for that is the sales cycle for, particularly for enterprise, it's true for startups, you know, what you really want is you want to, you want to have the type of capabilities where startups want to primarily choose to run on top of your platform. And that's true. If you look in the startup space, the vast majority of successful startups over the last 10 to 15 years have run on top of AWS. And it's unpredictable when those startups are going to find product market fit and grow substantially. And it's hard for them to predict it, even harder for us to predict. And the same thing goes on the enterprise side, but in a different way, when the sales cycle on the enterprise side is that you spend time trying to convince people that they should move from on-premises to the cloud, and then that you have the right solution for them, and then you pick a set of projects that you get experience on. And sometimes they use systems integrators, sometimes they use our own professional services, sometimes they're doing it themselves. Then there's a next tranche of migrations. And those migrations just take time. And some companies get through them really quickly. And some companies take longer to get through them. And what happens a lot of times too is that they get excited and enthusiastic about the cost advantages and the speed of innovation advantages they get moving to the cloud. And what was supposed to be a smaller next tranche turns into a much larger next tranche. And all of that has been true for a long time. It's very hard for us to predict, because it really is contingent on what enterprises, how they want to sequence it and resource it. Then you throw in AI, which has its own very fast growth cycle, particularly in certain types of use cases. And those change. I mean, I'll give you just some examples. In the early days of the earliest days, I should say, of AI, What you've seen the most amount of has been initiatives that get you productivity and cost avoidance. And we've seen that from so many of our AWS customers. And we're doing a lot of it ourselves inside of Amazon using AI. And then you've also seen, I would say, large scale training with a lot of those are running on top of this as well. And as you know, Anthropic is running, you know, building the next training models on top of our training two chip. on AWS. And then you've seen a couple really big chatbots. And then what you've seen just in the last few months is really kind of the explosion of coding agents. And if you just look at the growth of these coding agents the last few months, these are companies like Cursor or Vercel, both of them run significantly on AWS. But just look at the growth of that over the last few months, you just couldn't have predicted that sort of growth. And so that's why it's lumpy. You know, sometimes you'll have, you know, very significant increases that you didn't predict and you couldn't forecast. And then, you know, they'll grow at a good rate, but maybe not the same rate before the next big kind of explosive growth. And I would tell you that everything I just mentioned with interesting in AI, is that we still haven't gotten to all the other customer experiences that are going to be reinvented. And all the other agents that are going to be built, they're going to take the role of a lot of different functions today. And even though we have a lot of combined inference in those areas, I would say we're not even at the second strike of the first batter in the first inning. It is so early right now. And then I would just say on the how to think about Relative growth rates, you always have to, you know, the year over year growth rate is really only a function of the percentage growth on the base with which you are operating from. And we just have a very, you know, a meaningfully larger base on the technology infrastructure side than others. And so when, you know, it's still, you know, if you think about 17% year over year growth on a $117 billion revenue run rate, it's still pretty significant growth. And as I said, I think we could be doing more. more if we had more capacity. And I expect that, you",1.823,173.55,5.78,77,0.677,2.662,52.109,152.74,101.14,0.044478,0.0049,speaker,0.372,speaker,0.1351,speaker,1.5703,speaker,-0.2904,speaker,1.0863,speaker,1.3999,speaker,0.4067,speaker,1.2889,speaker,-0.6039,speaker,0.1847
AMZN_2025_5_1_earnings_call_qa_features.json,AMZN,2025,5,2,2025_Q2,SPEAKER_04,3,761.853,764.249,2.396,7,the capacity to ease in the coming,0.304,175.29,0.0,1,0.66,0.66,0.66,126.17,15.76,0.026864,-1.0005,speaker,0.5149,speaker,-2.1775,speaker,-1.2666,speaker,-0.5369,speaker,-1.5595,speaker,-1.2343,speaker,-1.6945,speaker,-1.2464,speaker,-1.4282,speaker,-0.3863
AMZN_2025_5_1_earnings_call_qa_features.json,AMZN,2025,5,2,2025_Q2,SPEAKER_04,4,906.522,1030.857,124.335,370,"On the Alexa question, we're really excited about Alexa Plus. And, you know, as I mentioned earlier, it is She's much more intelligent, much more capable, and able to take real action. And, you know, today, most of the agents that have been out there have really just been able to answer questions, which, when it came out, was very remarkable. But it's, you know, I think the future of agents is not just being intelligent, but also being able to take action. And that's actually, It requires a great model, but it also requires the ability to sync that model and to align that model with being able to take the right action and execute and implement the right APIs, or you can have very suboptimal results. So we've worked hard on that in Alexa Plus. We've started rolling out over the last several weeks. It's with now over 100,000 users. with more rolling out in the coming months. So far, the response from our customers has been very, very positive. People are excited about it. I think that it does a lot more things than what Alexa did before. We're very fortunate in that we have over a half billion devices out there in people's homes and offices and cars. So we have a lot of distribution already. But there will be, to some degree, there will be a little bit of rewiring for people on what they can do because you get used to patterns. I mean, even the simple thing of not having to speak, Alexa speak anymore, where we're all used to saying, Alexa, before we want every action to happen. And what you find is you really only have to do it the first time, and then really the conversation is ongoing where you don't have to say, Alexa anymore. And I've been lucky enough to have, you know, the alpha and the beta. that I've been playing with for several months. And it took me a little bit of time to realize I didn't have to keep saying Alexa. And it's very freeing when you don't have to do that. You know, and then I think it's just experience in trying things. So",1.198,178.55,7.72,30,0.816,2.184,24.472,142.14,59.7,0.045317,-0.4088,speaker,0.7826,speaker,0.9113,speaker,-0.1841,speaker,1.7245,speaker,0.4546,speaker,-0.0151,speaker,-0.4315,speaker,0.0584,speaker,-0.5646,speaker,-0.1949
AMZN_2025_5_1_earnings_call_qa_features.json,AMZN,2025,5,2,2025_Q2,SPEAKER_04,5,1031.347,1103.352,72.005,235,"you can do things like you have guests coming over on a Saturday night for dinner. And you can say, you know, Alexa, please open the shades. Put the lights on in the driveway and on the porch. uh increase the temperature five degrees and pick music that would be great for dinner that's mellow and and and she just does it and like when you have those types of experiences it makes you want to do more of it you know when i was in new york when we were announcing i asked her what were the you know we did the event way downtown i asked her um what was um what was great italian restaurants or pizza restaurants she gave me a list and then she asked me if she wanted me to make a reservation i said yes and She made the reservation, confirmed the time, and like that, when you get into those types of routines and you have those types of experience, they're very, very useful. It is really like having a great personal assistant, which most people in the world don't have. And so I think that the more and more that people get used to it, they will realize what she can do. And we're not going to be standing still. We have a lot more functionality that we plan to add in the coming months, too.",0.895,195.82,6.67,19,0.63,1.481,11.979,140.66,23.09,0.046898,-0.6093,speaker,2.2009,speaker,0.4912,speaker,-0.5947,speaker,-0.9717,speaker,-0.4745,speaker,-0.6547,speaker,-0.5486,speaker,-1.0287,speaker,-0.4907,speaker,0.1624
AMZN_2025_5_1_earnings_call_qa_features.json,AMZN,2025,5,2,2025_Q2,SPEAKER_04,6,1169.941,1258.737,88.796,243,"Thanks. Thanks, Brian. On the retail question, I would say that the areas that maybe we're most focused on to make sure we have not just a great prime day, but Prime Day is just one event, as you know, and so is Peak. We're trying to be great all year long for customers. The obvious ones are making sure that we help our sellers however we can, because there's uncertainty for our sellers as well. So we're trying to make sure we provide a great experience. We're trying to make sure that we have the right diversity of sellers and low prices for our customers. I think all that you have to also be very thoughtful around how much inventory you bring into your fulfillment nodes at any one time, because you can imagine scenarios where, you know, either on your own when you're the first party seller or lots of third parties want to get as much inventory in as early as possible, you know, trying to beat a deadline on what may happen. And if you end up with too much inventory in your fulfillment network, it really slows down your productivity and your ability to get things out as quickly as you want for customers at the cost structure you want. So being able to manage that thoughtfully, we've learned that over the years and I think the team is doing a really good job of balancing that right",2.059,164.2,7.43,25,0.626,1.601,15.655,135.61,22.63,0.044403,0.1611,speaker,-0.3959,speaker,0.7952,speaker,-0.3707,speaker,-1.0297,speaker,-0.3159,speaker,-0.4665,speaker,-0.948,speaker,-1.0424,speaker,-0.6074,speaker,-0.586
AMZN_2025_5_1_earnings_call_qa_features.json,AMZN,2025,5,2,2025_Q2,SPEAKER_04,7,1392.708,1540.516,147.808,349,"On the AWS question, Brent, around what we're seeing on the workloads that haven't moved. You know, what I would say, the way I would characterize it is that We were on a very aggressive march that was methodical, but almost metronomic before the pandemic of enterprises deciding that they wanted to move off their on-premises infrastructure because of the speed of innovation, the developer productivity, and the cost advantages of the cloud. And then when you got into the pandemic, And the economy looked uncertain in the second half of that couple of few years. You had everybody trying to cost optimize, including us, by the way. And then as we started to emerge from that trend, you saw generative AI explode. And everybody wanted to try to find a way to have a workload or a set of workloads there because people saw the potential. And it was also something that was generating a lot of interest publicly. And so what we've seen now over the last call it 16 to 18 months or so is that enterprises realize they need to do both. And they want to do AI. They have all sorts of pilots at this point on AI, many of which will be successful, others of which will not be successful. the ones that are successful will scale. But they also have a lot more initiatives that they haven't, you know, that they still haven't gotten to on the AI side, either because they're building that skill set or they're picking the first set to get experience with, or as they're waiting to see the cost of inference continue to go down, which it will. I mean, you will not get the expansiveness that we all know is coming in AI until we keep getting the cost of inference down, even though it's growing like crazy right now. But at the same time, I would say that we see an increased resurgence and understanding for enterprises that they are dropping the low-hanging fruit if they don't move their infrastructure to the cloud. They just,",1.249,141.67,2.44,50,0.792,3.142,39.586,140.16,46.21,0.041018,-0.375,speaker,-2.2463,speaker,-1.2013,speaker,0.5625,speaker,1.3766,speaker,1.7207,speaker,0.7587,speaker,-0.5881,speaker,-0.3422,speaker,-0.7658,speaker,-0.6949
AMZN_2025_5_1_earnings_call_qa_features.json,AMZN,2025,5,2,2025_Q2,SPEAKER_04,8,1540.668,1581.91,41.242,124,"you know, for all the reasons I mentioned earlier, so you're starting to see those plans pick up again. As I mentioned earlier to one of the questions, you don't decide that you're going to transform your infrastructure from on-premises to the cloud. and see it happen in three months. That is typically a multi-year process that some companies do it fast, some companies do it slower, but they do it in troshes and they do it thoughtfully because they can't afford for their applications that have to work as they're making their transition. And we're having meaningful success in those conversations and in companies choosing to transform their infrastructure on top of AWS. And I think that you'll see that moving forward too.",0.675,180.4,4.36,7,0.813,1.461,5.69,139.39,21.86,0.043305,-0.7549,speaker,0.9345,speaker,-0.4331,speaker,-1.0426,speaker,1.681,speaker,-0.5009,speaker,-0.9767,speaker,-0.649,speaker,-1.0653,speaker,-0.6588,speaker,-0.1789
AMZN_2025_7_31_earnings_call_qa_features.json,AMZN,2025,7,3,2025_Q3,SPEAKER_03,0,43.889,98.648,54.759,155,"Yeah, I'll take both of those. I'll start with the tariffs. I think what we've said a number of times, and we still believe it, is we just don't know what's going to happen moving forward. It's hard to know where the tariffs are going to settle, particularly in China. It's hard to know what will happen when we deplete some of the pre-bys that we did on our own first-party retail, and then some of the forward deploying that we saw of our third-party selling partners. you know, if costs go up over time, it's, you know, we're unsure at this point who's going to end up absorbing those higher costs. What we can tell you is what we've seen so far in the first half of the year. And in the first half, we just haven't seen diminished demand. And we haven't seen any kind of broad scale ASP increases. And, you know,",1.502,169.84,7.67,14,0.822,3.016,11.509,129.6,26.03,0.035472,-0.2076,speaker,0.0673,speaker,0.8913,speaker,-0.7813,speaker,1.8115,speaker,1.5542,speaker,-0.6788,speaker,-1.4232,speaker,-0.9414,speaker,-1.0253,speaker,-0.8005
AMZN_2025_7_31_earnings_call_qa_features.json,AMZN,2025,7,3,2025_Q3,SPEAKER_03,1,98.75,196.743,97.993,286,"so that could change in the second half. There are a lot of things that we don't know, but that's what we've seen so far. On the question on AWS, You know, the first thing I'd say is, you know, it's, as you said, Doug, in your question, you know, year over year percentages and growth rates are always a function of the base in which you operate. And we have a, you know, a meaningfully larger business in the AWS segment than others. I think the second player is about 65% of the size of AWS. And, you know, we, you know, when we look at the results Over the last number of quarters, there's sometimes where, you know, as far as we can tell, we're growing faster than others, and sometimes others are growing faster than us. But it's still like, if you look at second place player you're talking about, it's still a pretty significant segment, you know, market segment leadership position that we have. And regardless, these are all really just moments in time. You know, the last week is a moment in time too, where You know, the reality of what really matters is what customers' experiences are in operating on these platforms. And if you look at what matters to customers, they care a lot about what the operational performance is, you know, what the availability is, what the durability is, what the latency and throughput is of the various services. And I think we have a pretty significant advantage in that area. They care a lot about security. If you have data that matters, and for most companies, they're putting data that they really care about in the cloud.",0.287,175.11,9.18,26,0.674,1.4,17.529,132.57,33.65,0.042138,-1.0117,speaker,0.5001,speaker,1.4954,speaker,-0.3334,speaker,-0.3339,speaker,-0.5815,speaker,-0.3706,speaker,-1.1884,speaker,-0.7152,speaker,-0.7134,speaker,-0.443
AMZN_2025_7_31_earnings_call_qa_features.json,AMZN,2025,7,3,2025_Q3,SPEAKER_03,2,197.283,279.616,82.333,236,"security and the privacy of that data matters a lot, and there are very different results in security in AWS than you'll see in other players. You can just look at what's happened the last couple of months. You can just see kind of ventures at some of these players almost every month. Very big difference, I think, in security. And then I think a really significant difference in functionality where not just in the core infrastructure, do we have a lot more functionality in our services? But I think if you look at our end to end offering in AWS, in AI, it's from the bottom of the stack all the way to the top. It's pretty different. You know, I feel good about the inputs and the services that we're offering to customers across AI as well as non-AI. And, you know, we have more demand than we have capacity right now. So we could be doing more revenue and helping customers more. And we're working very hard on changing that outcome and how much capacity we have. But it's still like, you know, you go get the business. It's $123 billion annual revenue run rate business, and it's still early. I mean, how often do you have an opportunity that's $123 billion of annual revenue run rate where you say it's still early? It's a very unusual opportunity that we're very bullish about.",8.016,171.98,8.02,27,0.621,1.7,16.771,134.49,43.42,0.046481,4.1037,speaker,0.243,speaker,1.0313,speaker,-0.296,speaker,-1.1022,speaker,-0.185,speaker,-0.4094,speaker,-1.0365,speaker,-0.4251,speaker,-0.5102,speaker,-0.8135
